,carat,cut,color,clarity,depth,table,x,y,z,price
377,1.2,Fair,F,I1,64.6,56,6.73,6.66,4.33,2809
378,0.7,Very Good,F,VS1,61.8,56,5.63,5.7,3.5,2810
379,0.7,Very Good,F,VS1,59.9,60,5.77,5.84,3.48,2810
380,0.74,Ideal,D,SI2,61.7,55,5.81,5.85,3.6,2810
381,0.7,Good,F,VS1,62.8,61,5.57,5.61,3.51,2810
382,0.8,Good,G,SI1,62.7,57,5.84,5.93,3.69,2810
383,0.75,Very Good,F,SI1,63.4,58,5.72,5.76,3.64,2811
384,0.83,Very Good,D,SI1,63.5,54,5.98,5.95,3.79,2811
385,1,Fair,J,VS2,65.7,59,6.14,6.07,4.01,2811
386,0.99,Fair,I,SI2,68.1,56,6.21,6.06,4.18,2811
387,0.7,Very Good,G,VS1,63,60,5.57,5.64,3.53,2812
388,0.7,Very Good,F,VS2,59.5,58,5.75,5.85,3.45,2812
389,0.7,Good,E,SI1,63.5,59,5.49,5.53,3.5,2812
390,0.7,Very Good,F,VS2,61.7,58,5.63,5.69,3.49,2812
391,0.32,Premium,I,SI1,62.7,58,4.37,4.34,2.73,554
392,0.32,Premium,I,SI1,62.8,58,4.39,4.34,2.74,554
393,0.32,Ideal,I,SI1,62.4,57,4.37,4.35,2.72,554
394,0.32,Premium,I,SI1,61,59,4.39,4.36,2.67,554
395,0.32,Very Good,I,SI1,63.1,56,4.39,4.36,2.76,554
396,0.32,Ideal,I,SI1,60.7,57,4.47,4.42,2.7,554
397,0.3,Premium,H,SI1,60.9,59,4.31,4.29,2.62,554
398,0.3,Premium,H,SI1,60.1,55,4.41,4.38,2.64,554
399,0.3,Premium,H,SI1,62.9,58,4.28,4.24,2.68,554
400,0.3,Very Good,H,SI1,63.3,56,4.29,4.27,2.71,554
401,0.3,Good,H,SI1,63.8,55,4.26,4.2,2.7,554
402,0.3,Ideal,H,SI1,62.9,57,4.27,4.22,2.67,554
403,0.3,Very Good,H,SI1,63.4,60,4.25,4.23,2.69,554
404,0.32,Good,I,SI1,63.9,55,4.36,4.34,2.78,554
405,0.33,Ideal,H,SI2,61.4,56,4.85,4.79,2.95,554
406,0.29,Very Good,E,VS1,61.9,55,4.28,4.33,2.66,555
407,0.29,Very Good,E,VS1,62.4,55,4.2,4.25,2.63,555
408,0.31,Very Good,F,SI1,61.8,58,4.32,4.35,2.68,555
409,0.34,Ideal,H,VS2,61.5,56,4.47,4.5,2.76,555
410,0.34,Ideal,H,VS2,60.4,57,4.54,4.57,2.75,555
411,0.34,Ideal,I,VS1,61.8,55,4.48,4.52,2.78,555
412,0.34,Ideal,I,VS1,62,56,4.5,4.53,2.8,555
413,0.3,Ideal,G,VS1,62.3,56,4.29,4.31,2.68,555
414,0.29,Ideal,F,VS1,61.6,56,4.26,4.31,2.64,555
415,0.35,Ideal,G,SI1,60.6,56,4.56,4.58,2.77,555
416,0.43,Very Good,E,I1,58.4,62,4.94,5,2.9,555
417,0.32,Very Good,F,VS2,61.4,58,4.37,4.42,2.7,556
418,0.36,Ideal,I,VS2,61.9,56,4.54,4.57,2.82,556
419,0.3,Ideal,G,VS2,62,56,4.28,4.3,2.66,556
420,0.26,Ideal,E,VS1,61.5,57,4.09,4.12,2.52,556
421,0.7,Very Good,F,VS2,62.3,58,5.64,5.72,3.54,2812
422,0.7,Very Good,F,VS2,60.9,61,5.66,5.71,3.46,2812
423,0.71,Ideal,D,SI1,62.4,57,5.69,5.72,3.56,2812
424,0.99,Fair,J,SI1,55,61,6.72,6.67,3.68,2812
425,0.73,Premium,E,VS2,58.6,60,5.92,5.89,3.46,2812
426,0.51,Ideal,F,VVS1,62,57,5.15,5.11,3.18,2812
427,0.91,Premium,G,SI2,59.8,58,6.3,6.29,3.77,2813
428,0.84,Very Good,E,SI1,63.4,55,6,5.95,3.79,2813
429,0.91,Good,I,VS2,64.3,58,6.09,6.05,3.9,2813
430,0.76,Premium,E,SI1,62.2,59,5.86,5.81,3.63,2814
431,0.76,Ideal,E,SI1,61.7,57,5.88,5.85,3.62,2814
432,0.75,Premium,E,SI1,61.1,59,5.86,5.83,3.57,2814
433,0.55,Very Good,D,VVS1,61.5,56,5.23,5.27,3.23,2815
434,0.76,Very Good,F,SI2,58.5,62,5.93,6.01,3.49,2815
435,0.74,Premium,G,VS1,61.7,58,5.79,5.81,3.58,2815
436,0.7,Ideal,H,SI1,60.4,56,5.75,5.81,3.49,2815
437,0.7,Ideal,H,SI1,61.4,56,5.7,5.76,3.52,2815
438,0.7,Ideal,H,SI1,61.5,55,5.73,5.79,3.54,2815
439,0.7,Ideal,H,SI1,61.4,56,5.72,5.77,3.53,2815
440,0.9,Fair,J,VS2,65,56,6.08,6.04,3.94,2815
441,0.95,Fair,F,SI2,56,60,6.62,6.53,3.68,2815
442,0.89,Premium,H,SI2,60.2,59,6.26,6.23,3.76,2815
443,0.72,Premium,E,VS2,58.3,58,5.99,5.92,3.47,2815
444,0.96,Fair,E,SI2,53.1,63,6.73,6.65,3.55,2815
445,1.02,Premium,G,I1,60.3,58,6.55,6.5,3.94,2815
446,0.78,Very Good,I,VVS2,61.4,56,5.91,5.95,3.64,2816
447,0.61,Ideal,G,VVS2,60.1,57,5.52,5.54,3.32,2816
448,0.71,Good,D,VS1,63.4,55,5.61,5.69,3.58,2816
449,0.78,Premium,F,SI1,61.5,59,5.96,5.88,3.64,2816
450,0.87,Ideal,H,SI2,62.7,56,6.16,6.13,3.85,2816
451,0.83,Ideal,H,SI1,62.5,55,6.04,6,3.76,2816
452,0.71,Premium,E,SI1,61.3,56,5.78,5.73,3.53,2817
453,0.71,Ideal,I,VVS2,60.2,56,5.84,5.89,3.53,2817
454,0.71,Ideal,E,VS2,62.7,57,5.66,5.64,3.54,2817
455,0.71,Premium,E,VS2,62.3,58,5.69,5.65,3.53,2817
456,0.63,Ideal,F,VVS2,61.5,56,5.48,5.52,3.38,2817
457,0.71,Premium,E,SI1,59.2,59,5.86,5.83,3.46,2817
458,0.71,Premium,E,SI1,61.8,59,5.75,5.7,3.54,2817
459,0.71,Ideal,E,SI1,61.3,55,5.77,5.72,3.52,2817
460,0.71,Premium,E,SI1,61.4,58,5.77,5.73,3.53,2817
461,0.9,Ideal,J,VS2,62.8,55,6.2,6.16,3.88,2817
462,0.71,Good,E,SI1,62.8,64,5.6,5.54,3.5,2817
463,0.7,Premium,E,VS2,62.4,61,5.66,5.63,3.52,2818
464,0.7,Premium,E,VS2,59.3,60,5.78,5.73,3.41,2818
465,0.7,Premium,E,VS2,63,60,5.64,5.6,3.54,2818
466,1,Premium,H,I1,61.3,60,6.43,6.39,3.93,2818
467,0.86,Premium,F,SI2,59.3,62,6.36,6.22,3.73,2818
468,0.8,Ideal,H,SI1,61,57,6.07,6,3.68,2818
469,0.7,Ideal,E,VS1,62.9,57,5.66,5.61,3.54,2818
470,0.7,Premium,E,VS1,59.6,57,5.91,5.83,3.5,2818
471,0.7,Premium,F,VS2,61.8,60,5.69,5.64,3.5,2818
472,0.7,Premium,E,VS1,62.7,57,5.68,5.64,3.55,2818
473,1,Fair,H,SI2,65.3,62,6.34,6.12,4.08,2818
474,0.72,Very Good,G,VS1,63.8,58,5.64,5.68,3.61,2819
475,0.72,Ideal,H,VS1,62.3,56,5.73,5.77,3.58,2819
476,0.7,Good,F,VS1,59.7,63,5.76,5.79,3.45,2819
477,0.86,Good,F,SI2,64.3,60,5.97,5.95,3.83,2819
478,0.71,Ideal,G,VS1,62.9,58,5.66,5.69,3.57,2820
479,0.75,Ideal,E,SI1,62,57,5.8,5.78,3.59,2821
480,0.73,Premium,E,VS2,61.6,59,5.77,5.73,3.54,2821
481,0.53,Ideal,E,VVS1,61.9,55,5.2,5.21,3.22,2821
482,0.73,Premium,E,SI1,61.3,58,5.83,5.76,3.55,2821
483,0.73,Good,E,SI1,63.6,57,5.72,5.7,3.63,2821
484,0.73,Premium,E,SI1,59.6,61,5.92,5.85,3.51,2821
485,0.73,Premium,E,SI1,62.2,59,5.77,5.68,3.56,2821
486,0.73,Premium,D,SI1,61.7,55,5.84,5.82,3.6,2821
487,0.73,Very Good,E,SI1,63.2,58,5.76,5.7,3.62,2821
488,0.7,Premium,E,VS1,60.8,60,5.74,5.71,3.48,2822
489,0.72,Premium,E,VS2,60.3,59,5.84,5.8,3.51,2822
490,0.72,Premium,E,VS2,60.9,60,5.8,5.76,3.52,2822
491,0.72,Premium,E,VS2,62.4,59,5.77,5.7,3.58,2822
492,0.7,Premium,E,VS2,60.2,60,5.73,5.7,3.44,2822
493,0.6,Ideal,F,VVS2,62,55,5.37,5.4,3.34,2822
494,0.74,Ideal,I,VVS1,60.8,57,5.85,5.89,3.57,2822
495,0.73,Ideal,F,SI1,62.1,55,5.75,5.78,3.58,2822
496,0.71,Premium,D,SI1,62.7,60,5.71,5.67,3.57,2822
497,0.71,Premium,D,SI1,61.3,58,5.75,5.73,3.52,2822
498,0.7,Premium,D,SI1,60.2,60,5.82,5.75,3.48,2822
499,0.7,Ideal,D,SI1,60.7,56,5.75,5.72,3.48,2822
500,0.9,Good,J,VS2,64,61,6.04,6.03,3.86,2822
501,0.71,Ideal,D,SI1,60.2,56,5.86,5.83,3.52,2822
502,0.7,Premium,E,VS2,61.5,59,5.73,5.68,3.51,2822
503,0.7,Premium,E,VS2,62.6,56,5.71,5.66,3.56,2822
504,0.7,Ideal,D,SI1,59.7,58,5.82,5.77,3.46,2822
505,0.7,Good,E,SI1,61.4,64,5.71,5.66,3.49,2822
506,0.7,Ideal,D,SI1,62.5,57,5.62,5.59,3.51,2822
507,0.7,Ideal,D,SI1,61.8,56,5.73,5.63,3.51,2822
508,0.7,Premium,E,VS2,60.7,62,5.72,5.68,3.46,2822
509,0.7,Premium,F,VS2,60.6,58,5.8,5.72,3.49,2822
510,0.7,Ideal,D,SI1,61.4,54,5.75,5.71,3.52,2822
511,0.79,Very Good,D,SI2,62.8,59,5.86,5.9,3.69,2823
512,0.9,Good,I,SI1,63.8,57,6.06,6.13,3.89,2823
513,0.71,Premium,E,VS2,62.3,58,5.71,5.66,3.54,2823
514,0.61,Ideal,E,VVS2,61.3,54,5.51,5.59,3.4,2823
515,0.9,Fair,H,SI2,65.8,54,6.05,5.98,3.96,2823
516,0.71,Ideal,E,SI1,60.5,56,5.77,5.73,3.47,2823
517,0.71,Premium,D,VS2,61.2,59,5.74,5.69,3.5,2824
518,0.77,Ideal,I,VVS2,62.1,57,5.84,5.86,3.63,2824
519,0.74,Good,E,VS1,63.1,58,5.73,5.75,3.62,2824
520,0.82,Ideal,F,SI2,62.4,54,6.02,5.97,3.74,2824
521,0.82,Premium,E,SI2,60.8,60,6.05,6.03,3.67,2824
522,0.71,Premium,G,VS1,62.2,59,5.73,5.66,3.54,2825
523,0.83,Premium,H,SI1,60,59,6.08,6.05,3.64,2825
524,0.73,Very Good,G,VS1,62,57,5.75,5.8,3.58,2825
525,0.83,Premium,H,SI1,62.5,59,6.02,5.95,3.74,2825
526,1.17,Premium,J,I1,60.2,61,6.9,6.83,4.13,2825
527,0.91,Fair,H,SI2,61.3,67,6.24,6.19,3.81,2825
528,0.73,Premium,E,VS1,62.6,60,5.75,5.68,3.58,2826
529,0.7,Good,E,VS1,57.2,59,5.94,5.88,3.38,2826
530,0.9,Premium,I,SI2,62.2,59,6.11,6.07,3.79,2826
531,0.7,Premium,E,VS1,62.2,58,5.66,5.6,3.5,2826
532,0.7,Very Good,D,VS2,63.3,56,5.6,5.58,3.54,2826
533,0.7,Premium,E,VS1,59.4,61,5.78,5.74,3.42,2826
534,0.9,Very Good,I,SI2,63.5,56,6.17,6.07,3.88,2826
535,0.78,Premium,F,SI1,60.8,60,5.97,5.94,3.62,2826
536,0.96,Ideal,F,I1,60.7,55,6.41,6.37,3.88,2826
537,0.7,Very Good,D,SI1,62.3,59,5.67,5.7,3.54,2827
538,0.72,Good,D,VS2,64,54,5.68,5.7,3.64,2827
539,0.79,Premium,H,VVS2,62.6,58,5.96,5.9,3.71,2827
540,0.7,Ideal,H,VVS1,61.6,57,5.69,5.74,3.52,2827
541,0.7,Ideal,H,VVS1,62.3,55,5.66,5.7,3.54,2827
542,0.7,Ideal,D,SI2,60.6,57,5.74,5.77,3.49,2828
543,1.01,Premium,H,SI2,61.6,61,6.39,6.31,3.91,2828
544,0.72,Premium,F,VS1,62.2,58,5.75,5.7,3.56,2829
545,0.8,Good,E,SI2,63.7,54,5.91,5.87,3.75,2829
546,0.59,Ideal,E,VVS1,62,56,5.36,5.38,3.33,2829
547,0.72,Ideal,F,VS1,61.7,57,5.77,5.74,3.55,2829
548,0.75,Premium,E,SI2,61.9,57,5.88,5.82,3.62,2829
549,0.8,Premium,E,SI2,60.2,57,6.05,6.01,3.63,2829
550,0.71,Very Good,E,VS2,62.7,59,5.65,5.7,3.56,2830
551,0.77,Very Good,H,SI1,61.7,56,5.84,5.89,3.62,2830
552,0.97,Ideal,F,I1,60.7,56,6.41,6.43,3.9,2830
553,0.53,Ideal,F,VVS1,60.9,57,5.23,5.29,3.19,2830
554,0.53,Ideal,F,VVS1,61.8,57,5.16,5.19,3.2,2830
555,0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,3.7,2830
556,0.9,Premium,G,SI1,60.6,62,6.21,6.13,3.74,2830
557,0.76,Very Good,E,SI2,60.8,60,5.89,5.98,3.61,2831
558,0.72,Ideal,E,SI1,62.3,57,5.7,5.76,3.57,2831
559,0.75,Ideal,E,SI1,61.4,57,5.82,5.87,3.59,2831
560,0.72,Premium,E,SI1,62.1,58,5.73,5.76,3.57,2831
561,0.79,Ideal,G,SI1,61.8,56,5.93,5.91,3.66,2831
562,0.72,Very Good,F,VS2,62.5,58,5.71,5.75,3.58,2832
563,0.91,Very Good,I,SI2,62.8,61,6.15,6.18,3.87,2832
564,0.71,Premium,G,VVS2,62.1,57,5.75,5.65,3.54,2832
565,0.81,Premium,G,SI1,63,60,5.87,5.81,3.68,2832
566,0.82,Ideal,H,SI1,62.5,57,5.91,5.97,3.71,2832
567,0.71,Premium,F,VS1,62.2,58,5.72,5.66,3.54,2832
568,0.9,Good,J,SI1,64.3,63,6.05,6.01,3.88,2832
569,0.8,Very Good,I,VS2,62,58,5.86,5.95,3.66,2833
570,0.56,Very Good,E,IF,61,59,5.28,5.34,3.24,2833
571,0.7,Very Good,D,VS2,59.6,61,5.77,5.8,3.45,2833
572,0.7,Ideal,D,VS2,61,57,5.74,5.76,3.51,2833
573,0.61,Ideal,F,VVS2,61.7,55,5.45,5.48,3.37,2833
574,0.85,Ideal,H,SI2,62.5,57,6.02,6.07,3.78,2833
575,0.7,Ideal,F,SI1,60.7,57,5.73,5.75,3.49,2833
576,0.8,Ideal,G,VS2,62.2,56,5.94,5.87,3.67,2834
577,0.8,Ideal,H,VS2,62.8,57,5.91,5.87,3.7,2834
578,0.51,Very Good,D,VVS1,59.9,58,5.16,5.19,3.1,2834
579,0.53,Ideal,F,VVS1,61.4,57,5.2,5.23,3.2,2834
580,0.78,Ideal,I,VS2,61.8,55,5.92,5.95,3.67,2834
581,0.9,Very Good,J,SI1,63.4,54,6.17,6.14,3.9,2834
582,0.9,Fair,G,SI2,65.3,59,6.07,6,3.94,2834
583,0.77,Ideal,E,SI2,60.7,55,6.01,5.95,3.63,2834
584,0.73,Ideal,F,VS1,61.2,56,5.89,5.81,3.58,2835
585,0.63,Ideal,F,VVS2,61.9,57,5.47,5.51,3.4,2835
586,0.7,Ideal,E,VS2,61.5,54,5.7,5.75,3.52,2835
587,0.72,Ideal,E,VS2,62.8,57,5.71,5.73,3.59,2835
588,0.72,Ideal,E,SI1,61,57,5.78,5.8,3.53,2835
589,0.75,Premium,F,VS2,59.6,59,6.04,5.94,3.57,2835
590,0.82,Very Good,H,SI1,60.7,56,6.04,6.06,3.67,2836
591,0.71,Good,E,VS2,62.8,60,5.6,5.65,3.53,2836
592,0.7,Premium,E,VS1,62.6,59,5.69,5.66,3.55,2837
593,0.7,Ideal,E,VS1,61.8,56,5.74,5.69,3.53,2837
594,0.71,Ideal,F,SI1,59.8,53,5.86,5.82,3.49,2838
595,0.76,Very Good,H,SI1,60.9,55,5.92,5.94,3.61,2838
596,0.82,Fair,F,SI1,64.9,58,5.83,5.79,3.77,2838
597,0.72,Premium,F,VS1,58.8,60,5.91,5.89,3.47,2838
598,0.7,Premium,F,VS2,62.3,58,5.72,5.64,3.54,2838
599,0.7,Premium,F,VS2,61.7,58,5.69,5.63,3.49,2838
600,0.7,Premium,G,VS1,62.6,55,5.73,5.64,3.56,2838
601,0.7,Premium,F,VS2,59.4,61,5.83,5.79,3.45,2838
602,0.7,Very Good,E,SI1,63.5,59,5.53,5.49,3.5,2838
603,0.7,Premium,F,VS2,60.9,61,5.71,5.66,3.46,2838
604,0.7,Premium,F,VS2,59.5,58,5.85,5.75,3.45,2838
605,0.7,Premium,G,VS1,63,60,5.64,5.57,3.53,2838
606,0.74,Very Good,E,SI1,60,57,5.85,5.89,3.52,2839
607,0.71,Ideal,F,VS1,61.5,57,5.74,5.71,3.52,2839
608,0.7,Ideal,F,VS1,61.6,54,5.75,5.72,3.53,2839
609,0.71,Ideal,F,VS1,62.1,55,5.82,5.68,3.57,2839
610,0.71,Premium,F,VS1,59.1,61,5.84,5.81,3.44,2839
611,0.71,Premium,F,VS1,59,60,5.82,5.8,3.43,2839
612,0.71,Premium,F,VS1,60.5,58,5.75,5.72,3.47,2839
613,0.7,Ideal,F,VS1,62.4,53,5.73,5.71,3.57,2839
614,0.73,Ideal,G,VS2,61.8,54,5.8,5.82,3.59,2839
615,0.7,Ideal,E,VS2,62.1,54,5.69,5.72,3.54,2839
616,0.7,Ideal,G,VS1,61.3,57,5.71,5.74,3.51,2839
617,0.71,Premium,G,VVS2,60.3,58,5.82,5.78,3.5,2839
618,0.71,Premium,F,VS1,59.2,58,5.87,5.82,3.46,2839
619,0.79,Premium,G,VS2,59.3,62,6.09,6.01,3.59,2839
620,0.71,Premium,F,VS1,62.7,59,5.7,5.62,3.55,2839
621,0.77,Very Good,H,VS1,61,60,5.9,5.87,3.59,2840
622,0.75,Very Good,F,SI2,59.8,56,5.85,5.92,3.52,2840
623,0.7,Ideal,F,SI1,61,56,5.75,5.8,3.52,2840
624,0.71,Premium,F,VS2,59.3,56,5.88,5.82,3.47,2840
625,0.92,Ideal,D,SI2,61.9,56,6.27,6.2,3.86,2840
626,0.83,Premium,F,SI2,61.4,59,6.08,6.04,3.72,2840
627,0.7,Premium,H,VVS1,59.2,60,5.87,5.78,3.45,2840
628,0.73,Premium,F,VS2,60.3,59,5.9,5.87,3.55,2841
629,0.71,Very Good,D,VS1,63.4,55,5.69,5.61,3.58,2841
630,0.73,Very Good,D,SI1,63.9,57,5.66,5.71,3.63,2841
631,0.82,Ideal,F,SI2,61.7,53,6,6.12,3.74,2841
632,0.82,Ideal,F,SI2,62.3,56,5.96,6.02,3.73,2841
633,0.82,Very Good,F,SI2,59.7,57,6.12,6.14,3.66,2841
634,0.52,Ideal,F,VVS1,61.2,56,5.19,5.21,3.18,2841
635,1,Premium,F,I1,58.9,60,6.6,6.55,3.87,2841
636,0.95,Fair,G,SI1,66.7,56,6.16,6.03,4.06,2841
637,0.73,Ideal,D,SI1,61.4,57,5.76,5.8,3.55,2841
638,0.73,Premium,F,VS2,59.9,59,5.87,5.77,3.5,2841
639,0.73,Premium,G,VS1,61.4,58,5.82,5.77,3.56,2841
640,0.8,Ideal,I,VS1,62.6,54,5.92,5.96,3.72,2842
641,0.7,Premium,F,VS2,58.7,61,5.8,5.72,3.38,2842
642,0.7,Very Good,E,VS2,60.2,62,5.71,5.75,3.45,2843
643,0.7,Very Good,E,VS2,62.7,58,5.65,5.67,3.55,2843
644,0.71,Very Good,E,VS2,59.4,58,5.76,5.82,3.44,2843
645,0.81,Very Good,F,SI2,63.2,58,5.91,5.92,3.74,2843
646,0.71,Very Good,D,SI1,61.5,58,5.73,5.79,3.54,2843
647,0.73,Ideal,G,VVS2,61.3,57,5.81,5.84,3.57,2843
648,0.73,Very Good,F,VS1,61.8,59,5.73,5.79,3.56,2843
649,0.72,Ideal,E,VS2,62,57,5.71,5.74,3.55,2843
650,0.81,Ideal,F,SI2,62.1,57,5.91,5.95,3.68,2843
651,0.71,Ideal,G,VVS2,60.7,57,5.81,5.78,3.52,2843
652,0.73,Very Good,E,SI1,57.7,61,5.92,5.96,3.43,2844
653,0.7,Very Good,E,VS1,62,59,5.65,5.68,3.51,2844
654,1.01,Ideal,I,I1,61.5,57,6.45,6.46,3.97,2844
655,1.01,Good,I,I1,63.1,57,6.35,6.39,4.02,2844
656,0.79,Ideal,H,VS2,62.5,57,5.91,5.93,3.7,2844
657,0.7,Very Good,E,VS2,61.8,59,5.65,5.68,3.5,2845
658,0.7,Very Good,E,VS2,58.9,60,5.83,5.85,3.44,2845
659,0.8,Good,H,VS2,63.4,60,5.92,5.82,3.72,2845
660,1.27,Premium,H,SI2,59.3,61,7.12,7.05,4.2,2845
661,0.79,Ideal,D,SI1,61.5,56,5.96,5.91,3.65,2846
662,0.72,Very Good,F,VS1,60.2,59,5.79,5.84,3.5,2846
663,0.73,Ideal,H,VVS2,61.6,56,5.79,5.84,3.58,2846
664,1.01,Fair,H,SI2,65.4,59,6.3,6.26,4.11,2846
665,1.01,Good,H,I1,64.2,61,6.25,6.18,3.99,2846
666,0.73,Ideal,E,SI1,59.1,59,5.92,5.95,3.51,2846
667,0.7,Ideal,E,SI1,61.6,57,5.71,5.76,3.53,2846
668,0.7,Good,F,VS2,59.1,61,5.76,5.84,3.43,2846
669,0.77,Premium,E,SI1,62.9,59,5.84,5.79,3.66,2846
670,0.77,Premium,G,VS2,61.3,60,5.91,5.81,3.59,2846
671,0.77,Premium,G,VS1,61.4,58,5.94,5.89,3.63,2846
672,0.84,Very Good,H,SI1,61.2,57,6.1,6.12,3.74,2847
673,0.72,Ideal,E,SI1,60.3,57,5.83,5.85,3.52,2847
674,0.76,Premium,D,SI1,61.1,59,5.93,5.88,3.61,2847
675,0.7,Very Good,G,VVS2,62.9,59,5.61,5.68,3.55,2848
676,0.54,Ideal,D,VVS2,61.5,55,5.25,5.29,3.24,2848
677,0.75,Fair,D,SI2,64.6,57,5.74,5.72,3.7,2848
678,0.79,Good,E,SI1,64.1,54,5.86,5.84,3.75,2849
679,0.74,Very Good,E,VS1,63.1,58,5.75,5.73,3.62,2849
680,0.7,Very Good,E,VS2,61,60,5.74,5.77,3.51,2850
681,0.7,Ideal,F,VS2,60.8,59,5.69,5.79,3.49,2850
682,0.75,Ideal,J,SI1,61.5,56,5.83,5.87,3.6,2850
683,1.2,Very Good,H,I1,63.1,60,6.75,6.67,4.23,2850
684,0.8,Very Good,F,SI1,63.4,57,5.89,5.82,3.71,2851
685,0.66,Ideal,D,VS1,62.1,56,5.54,5.57,3.45,2851
686,0.87,Very Good,F,SI2,61,63,6.22,6.07,3.75,2851
687,0.86,Premium,H,SI1,62.7,59,6.04,5.98,3.77,2851
688,0.74,Ideal,F,SI1,61,57,5.85,5.81,3.56,2851
689,0.58,Very Good,E,IF,60.6,59,5.37,5.43,3.27,2852
690,0.78,Ideal,I,VS1,61.5,57,5.88,5.92,3.63,2852
691,0.74,Ideal,G,SI1,61.3,55,5.85,5.86,3.59,2852
692,0.73,Ideal,E,SI1,62.7,55,5.7,5.79,3.6,2852
693,0.91,Very Good,I,SI1,63.5,57,6.12,6.07,3.87,2852
694,0.71,Premium,F,VS2,62.6,58,5.67,5.7,3.56,2853
695,0.71,Good,G,VS1,63.5,55,5.64,5.66,3.59,2853
696,0.79,Ideal,D,SI2,62.8,57,5.9,5.85,3.69,2853
697,0.79,Premium,D,SI2,60,60,6.07,6.03,3.63,2853
698,0.71,Premium,E,SI1,62.7,58,5.73,5.66,3.57,2853
699,0.82,Premium,I,VS1,61.9,58,5.99,5.97,3.7,2853
700,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,2854
701,0.7,Very Good,E,VS1,62.4,56,5.64,5.7,3.54,2854
702,1.12,Premium,H,I1,59.1,61,6.78,6.75,4,2854
703,0.73,Premium,E,VS2,62,57,5.86,5.76,3.6,2854
704,0.91,Fair,J,VS2,64.4,62,6.06,6.03,3.89,2854
705,0.91,Fair,J,VS2,65.4,60,6.04,6,3.94,2854
706,0.91,Good,J,VS2,64.2,58,6.12,6.09,3.92,2854
707,0.91,Fair,H,SI1,65.8,58,6.04,6.01,3.96,2854
708,0.7,Premium,E,VS1,58.4,59,5.91,5.83,3.43,2854
709,0.68,Premium,F,VVS2,61.7,57,5.67,5.64,3.49,2854
710,0.73,Very Good,F,VS2,62.5,57,5.7,5.75,3.58,2855
711,1.03,Good,J,SI1,63.6,57,6.38,6.29,4.03,2855
712,0.74,Premium,D,VS2,62.4,57,5.8,5.74,3.6,2855
713,0.98,Fair,E,SI2,53.3,67,6.82,6.74,3.61,2855
714,1.02,Fair,I,SI1,53,63,6.84,6.77,3.66,2856
715,1,Fair,G,SI2,67.8,61,5.96,5.9,4.02,2856
716,1.02,Ideal,H,SI2,61.6,55,6.49,6.43,3.98,2856
717,0.6,Ideal,F,VVS2,60.8,57,5.44,5.49,3.32,2856
718,0.8,Ideal,G,SI2,61.6,56,5.97,6.01,3.69,2856
719,0.97,Ideal,F,I1,60.7,56,6.43,6.41,3.9,2856
720,1,Fair,I,SI1,67.9,62,6.19,6.03,4.15,2856
721,0.26,Ideal,E,VS1,62.3,57,4.05,4.08,2.53,556
722,0.26,Ideal,E,VS1,62.1,56,4.09,4.12,2.55,556
723,0.36,Ideal,H,SI1,61.9,55,4.57,4.59,2.83,556
724,0.34,Good,G,VS2,57.5,61,4.6,4.66,2.66,556
725,0.34,Good,E,SI1,63.3,57,4.44,4.47,2.82,556
726,0.34,Good,E,SI1,63.5,55,4.44,4.47,2.83,556
727,0.34,Good,E,SI1,63.4,55,4.44,4.46,2.82,556
728,0.34,Very Good,G,VS2,59.6,62,4.54,4.56,2.71,556
729,0.34,Ideal,E,SI1,62.2,54,4.47,4.5,2.79,556
730,0.32,Good,E,VS2,64.1,54,4.34,4.37,2.79,556
731,0.31,Ideal,I,VVS1,61.6,55,4.36,4.41,2.7,557
732,0.31,Ideal,I,VVS1,61.3,56,4.36,4.38,2.68,557
733,0.31,Ideal,I,VVS1,62.3,54,4.37,4.4,2.73,557
734,0.31,Ideal,I,VVS1,62,54,4.37,4.4,2.72,557
735,0.31,Ideal,I,VVS1,62.7,53,4.33,4.35,2.72,557
736,0.31,Ideal,I,VVS1,62.2,53,4.36,4.38,2.72,557
737,0.31,Ideal,G,VS2,62.2,53.6,4.32,4.35,2.7,557
738,0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,2.69,557
739,0.31,Ideal,H,VS1,61.8,54.2,4.33,4.37,2.69,557
740,0.33,Premium,G,SI2,59.4,59,4.52,4.5,2.68,557
741,0.33,Premium,F,SI2,62.3,58,4.43,4.4,2.75,557
742,0.33,Premium,G,SI2,62.6,58,4.42,4.4,2.76,557
743,0.33,Ideal,G,SI2,61.9,56,4.45,4.41,2.74,557
744,0.33,Premium,F,SI2,63,58,4.42,4.4,2.78,557
745,0.33,Premium,J,VS1,62.8,58,4.41,4.38,2.76,557
746,0.33,Premium,J,VS1,61.5,61,4.46,4.39,2.72,557
747,0.33,Ideal,J,VS1,62.1,55,4.44,4.41,2.75,557
748,0.33,Ideal,I,SI1,63,57,4.39,4.37,2.76,557
749,0.33,Good,I,SI1,63.6,53,4.43,4.4,2.81,557
750,0.33,Premium,I,SI1,60.4,59,4.54,4.5,2.73,557
751,1,Fair,H,SI2,66.1,56,6.21,5.97,4.04,2856
752,0.77,Premium,F,SI1,60.8,59,5.92,5.86,3.58,2856
