description,industry,level,size,linecode,value
Business performance from product standards and product safety regulation - constrained,total,0,50?9 employees,LC0605_01,147
Business performance from product standards and product safety regulation - neither constrained nor enhanced,total,0,50?9 employees,LC0605_02,1233
Business performance from product standards and product safety regulation - enhanced,total,0,50?9 employees,LC0605_03,246
Business performance from product standards and product safety regulation - don't know,total,0,50?9 employees,LC0605_04,141
Business performance from product standards and product safety regulation- not applicable,total,0,50?9 employees,LC0605_05,264
Business performance from border regulation - constrained,total,0,50?9 employees,LC0606_01,123
Business performance from border regulation - neither constrained nor enhanced,total,0,50?9 employees,LC0606_02,876
Business performance from border regulation - enhanced,total,0,50?9 employees,LC0606_03,48
Business performance from border regulation - don't know,total,0,50?9 employees,LC0606_04,186
Business performance from border regulation- not applicable,total,0,50?9 employees,LC0606_05,804
Business performance from other industry specific regulation - constrained,total,0,50?9 employees,LC0607_01,162
Business performance from other industry specific regulation - neither constrained nor enhanced,total,0,50?9 employees,LC0607_02,897
Business performance from other industry specific regulation - enhanced,total,0,50?9 employees,LC0607_03,90
Business performance from other industry specific regulation - don't know,total,0,50?9 employees,LC0607_04,348
Business performance from other industry specific regulation- not applicable,total,0,50?9 employees,LC0607_05,534
Regulation on business' ability to innovate - constrained,total,0,50?9 employees,LC0701_01,147
Regulation on business' ability to innovate - neither constrained nor enhanced,total,0,50?9 employees,LC0701_02,1254
Regulation on business' ability to innovate - enhanced,total,0,50?9 employees,LC0701_03,93
Regulation on business' ability to innovate - don't know,total,0,50?9 employees,LC0701_04,168
Regulation on business' ability to innovate - not applicable,total,0,50?9 employees,LC0701_05,372
Regulation on business' ability to export - constrained,total,0,50?9 employees,LC0702_01,57
Regulation on business' ability to export - neither constrained nor enhanced,total,0,50?9 employees,LC0702_02,678
Regulation on business' ability to export - enhanced,total,0,50?9 employees,LC0702_03,63
Regulation on business' ability to export - don't know,total,0,50?9 employees,LC0702_04,111
Regulation on business' ability to export - not applicable,total,0,50?9 employees,LC0702_05,1122
Regulatory requirements: business spent significant time and resource finding out about what is required,total,0,50?9 employees,LC0801,999
Regulatory requirements: business spent significant time and resource adjusting the business to regulatory changes,total,0,50?9 employees,LC0802,1011
Regulatory requirements: business spent significant time and resource providing the required information to government,total,0,50?9 employees,LC0803,534
Regulatory requirements: business spent significant time and resource applying for consents and approvals,total,0,50?9 employees,LC0804,462
Regulatory requirements: business spent significant time and resource on dispute resolution process,total,0,50?9 employees,LC0805,174
"Regulatory requirements: business spent significant time and resource complying with monitoring, audits, and inspections",total,0,50?9 employees,LC0806,1092
Regulatory requirements: business spent significant time and resource on none of the above,total,0,50?9 employees,LC0807,393
Business spent significant time and resource on employment regulation,total,0,50?9 employees,LC0901,1035
Business spent significant time and resource on workplace safety,total,0,50?9 employees,LC0902,1716
Business spent significant time and resource on environmental regulation,total,0,50?9 employees,LC0903,414
Business spent significant time and resource on business and trade laws,total,0,50?9 employees,LC0904,258
Business spent significant time and resource on product standards and product safety regulation,total,0,50?9 employees,LC0905,534
Business spent significant time and resource on border regulation,total,0,50?9 employees,LC0906,147
Business spent significant time and resource on other industry specific regulation,total,0,50?9 employees,LC0907,408
Business spent significant time and resource on none of the above,total,0,50?9 employees,LC0908,186
Meeting regulatory requirements for employment regulation - greater flexibility,total,0,50?9 employees,LC1001_01,621
Meeting regulatory requirements for employment regulation- neutral,total,0,50?9 employees,LC1001_02,918
Meeting regulatory requirements for employment regulation - greater certainty,total,0,50?9 employees,LC1001_03,324
Meeting regulatory requirements for employment regulation - don't know,total,0,50?9 employees,LC1001_04,117
Meeting regulatory requirements for employment regulation - not applicable,total,0,50?9 employees,LC1001_05,48
Meeting regulatory requirements for workplace safety - greater flexibility,total,0,50?9 employees,LC1002_01,516
Meeting regulatory requirements for workplace safety- neutral,total,0,50?9 employees,LC1002_02,813
Meeting regulatory requirements for workplace safety - greater certainty,total,0,50?9 employees,LC1002_03,549
Meeting regulatory requirements for workplace safety - don't know,total,0,50?9 employees,LC1002_04,111
Meeting regulatory requirements for workplace safety- not applicable,total,0,50?9 employees,LC1002_05,42
Meeting regulatory requirements for environmental regulation - greater flexibility,total,0,50?9 employees,LC1003_01,201
Meeting regulatory requirements for environmental regulation- neutral,total,0,50?9 employees,LC1003_02,1116
Meeting regulatory requirements for environmental regulation - greater certainty,total,0,50?9 employees,LC1003_03,201
Meeting regulatory requirements for environmental regulation - don't know,total,0,50?9 employees,LC1003_04,210
Meeting regulatory requirements for environmental regulation- not applicable,total,0,50?9 employees,LC1003_05,303
Meeting regulatory requirements for business and trade laws - greater flexibility,total,0,50?9 employees,LC1004_01,147
Meeting regulatory requirements for business and trade laws- neutral,total,0,50?9 employees,LC1004_02,1230
Meeting regulatory requirements for business and trade laws - greater certainty,total,0,50?9 employees,LC1004_03,225
Meeting regulatory requirements for business and trade laws - don't know,total,0,50?9 employees,LC1004_04,210
Meeting regulatory requirements for business and trade laws- not applicable,total,0,50?9 employees,LC1004_05,216
Meeting regulatory requirements for product standards and product safety regulation - greater flexibility,total,0,50?9 employees,LC1005_01,180
